2.653152e-05,-1.026031e-01
5.489594e-05,-4.519499e-02
5.753781e-05,4.328574e-02
6.501346e-05,1.011420e-01
8.530623e-05,1.008053e-01
1.309808e-04,4.206008e-02
6.933210e-05,-4.575246e-02
-5.233018e-04,-9.357889e-02
-9.324722e-06,-1.086739e-01
3.498361e-05,-6.395393e-02
4.414354e-05,2.271604e-02
5.441712e-05,9.072134e-02
7.622635e-05,1.076283e-01
1.265820e-04,6.121945e-02
1.271384e-04,-2.588424e-02
-4.955671e-04,-8.343087e-02
-4.482262e-05,-1.105684e-01
1.372688e-05,-8.025515e-02
2.905287e-05,1.273381e-03
4.172956e-05,7.681430e-02
6.421713e-05,1.103152e-01
1.173187e-04,7.802619e-02
1.800588e-04,-5.021291e-03
-4.487880e-04,-7.007666e-02
-7.859801e-05,-1.082139e-01
-8.057364e-06,-9.347220e-02
1.284571e-05,-2.021822e-02
2.743835e-05,5.995532e-02
4.974008e-05,1.087628e-01
1.035468e-04,9.183442e-02
2.260597e-04,1.603462e-02
-3.847622e-04,-5.402944e-02
-1.093529e-04,-1.017007e-01
-2.953197e-05,-1.030972e-01
-3.855104e-06,-4.093284e-02
1.209271e-05,4.079230e-02
3.335155e-05,1.030307e-01
8.579576e-05,1.021135e-01
2.633732e-04,3.647433e-02
-3.059503e-04,-3.590589e-02
-1.359055e-04,-9.127928e-02
-4.987168e-05,-1.087602e-01
-2.040777e-05,-6.007443e-02
-3.717652e-06,2.006165e-02
1.568134e-05,9.333911e-02
6.474761e-05,1.084684e-01
2.905654e-04,5.551235e-02
-2.153808e-04,-1.640251e-02
-1.572352e-04,-7.735001e-02
-6.829485e-05,-1.102436e-01
-3.617617e-05,-7.690740e-02
-1.938515e-05,-1.439962e-03
-2.591499e-06,8.006060e-02
4.121124e-05,1.106550e-01
3.065914e-04,7.241706e-02
-1.165344e-04,3.731217e-03
-1.725225e-04,-6.044823e-02
-8.409349e-05,-1.074904e-01
-5.055435e-05,-9.078486e-02
-3.430768e-05,-2.288623e-02
-2.076475e-05,6.370541e-02
1.609115e-05,1.085891e-01
3.108352e-04,8.653882e-02
-1.320962e-05,2.372155e-02
-1.811799e-04,-4.122346e-02
-9.666046e-05,-1.006064e-01
-6.298975e-05,-1.011735e-01
-4.791179e-05,-4.345300e-02
-3.814002e-05,4.490205e-02
-9.647316e-06,1.023502e-01
3.031338e-04,9.733495e-02
9.062279e-05,4.280028e-02
-1.828746e-04,-2.041449e-02
-1.055128e-04,-8.985620e-02
-7.300448e-05,-1.076741e-01
-5.967467e-05,-6.234989e-02
-5.404959e-05,2.437313e-02
-3.501504e-05,9.217809e-02
2.837832e-04,1.043905e-01
1.909726e-04,6.023422e-02
-1.775416e-04,1.178997e-03
-1.103104e-04,-7.565285e-02
-8.021370e-05,-1.100369e-01
-6.914429e-05,-7.885071e-02
-6.788206e-05,2.907569e-03
-5.903716e-05,7.846359e-02
2.535269e-04,1.074345e-01
2.839835e-04,7.535340e-02
-1.653857e-04,2.272717e-02
-1.108688e-04,-5.854220e-02
-8.434035e-05,-1.081710e-01
-7.595674e-05,-9.232134e-02
-7.910587e-05,-1.866973e-02
-8.079051e-05,6.173378e-02
2.135277e-04,1.063498e-01
3.660810e-04,8.757678e-02
-1.468742e-04,4.340196e-02
-1.071666e-04,-3.918180e-02
-8.522585e-05,-1.021481e-01
-7.985020e-05,-1.022441e-01
-8.728968e-05,-3.952957e-02
-9.943913e-05,4.263158e-02
1.653228e-04,1.011781e-01
4.341103e-04,9.643464e-02
-1.227183e-04,6.240883e-02
-9.934598e-05,-1.831567e-02
-8.283616e-05,-9.219977e-02
-8.067508e-05,-1.082377e-01
-9.211900e-05,-5.887030e-02
-1.142664e-04,2.189107e-02
1.107646e-04,9.211818e-02
4.854569e-04,1.015866e-01
-9.384648e-05,7.901737e-02
-8.770759e-05,3.254315e-03
-7.726313e-05,-7.870824e-02
-7.839965e-05,-1.100718e-01
-9.340823e-05,-7.594868e-02
-1.247024e-04,3.092933e-04
5.194979e-05,7.951824e-02
5.181477e-04,1.028346e-01
-6.136817e-05,9.258931e-02
-7.269865e-05,2.469924e-02
-6.872092e-05,-6.219199e-02
-7.311137e-05,-1.076759e-01
-9.110785e-05,-9.010840e-02
-1.303462e-04,-2.128437e-02
-8.861427e-06,6.386245e-02
5.309264e-04,1.001307e-01
